Date,High,Low,Open,Close,Volume,Adj Close
2013-12-18,330.0,314.79998779296875,322.42999267578125,317.25,365228.0,290.08740234375
2013-12-19,318.989990234375,306.80999755859375,317.0,313.55999755859375,440453.0,286.7134094238281
2013-12-20,321.3299865722656,313.54998779296875,313.55999755859375,319.7799987792969,838591.0,292.40081787109375
2013-12-23,321.94000244140625,314.8999938964844,321.0,317.70001220703125,153197.0,290.4988708496094
2013-12-26,323.8299865722656,316.5,321.4800109863281,318.8900146484375,81716.0,291.5870056152344
2013-12-27,325.010009765625,317.05999755859375,317.05999755859375,324.79998779296875,158491.0,296.99102783203125
2013-12-30,332.0,322.0,325.010009765625,330.7099914550781,182297.0,302.3949890136719
2014-01-02,332.2900085449219,324.1700134277344,332.2799987792969,328.3699951171875,97488.0,300.2553405761719
2014-01-03,331.9700012207031,325.07000732421875,330.0,327.5199890136719,75455.0,299.4781188964844
2014-01-06,332.0,324.29998779296875,327.5199890136719,328.1000061035156,171197.0,300.0085144042969
2014-01-07,332.0,321.82000732421875,328.1000061035156,326.80999755859375,168241.0,298.82891845703125
2014-01-08,326.5,317.1099853515625,322.5400085449219,319.95001220703125,187519.0,292.55633544921875
2014-01-09,324.1499938964844,315.0,320.0,319.25,298541.0,291.91619873046875
2014-01-10,331.0,318.2300109863281,318.45001220703125,330.80999755859375,220787.0,302.4864196777344
2014-01-13,331.80999755859375,322.54998779296875,329.25,331.3900146484375,123438.0,303.0168151855469
2014-01-14,332.5,326.010009765625,327.0,330.5299987792969,111692.0,302.23040771484375
2014-01-15,330.5400085449219,327.510009765625,327.510009765625,328.8999938964844,95281.0,300.739990234375
2014-01-16,332.0,325.0,327.5,327.2900085449219,117748.0,299.2678527832031
2014-01-17,332.0,327.010009765625,331.8999938964844,331.82000732421875,169835.0,303.40997314453125
2014-01-20,339.0,327.510009765625,331.82000732421875,332.7900085449219,57600.0,304.2969055175781
2014-01-21,337.1000061035156,330.010009765625,330.010009765625,333.05999755859375,156560.0,304.5437927246094
2014-01-22,335.67999267578125,329.0,335.0,332.2099914550781,171839.0,303.7666015625
2014-01-23,336.8999938964844,321.42999267578125,330.5,323.2900085449219,333823.0,295.6103210449219
2014-01-24,333.0,301.0400085449219,323.8900146484375,307.0299987792969,386730.0,280.7424621582031
2014-01-27,314.4700012207031,303.04998779296875,308.55999755859375,311.8599853515625,179955.0,285.1589050292969
2014-01-28,314.82000732421875,305.0,311.8999938964844,306.2099914550781,168290.0,279.9926452636719
2014-01-29,310.44000244140625,305.3299865722656,309.0,306.1400146484375,219301.0,279.92864990234375
2014-01-30,308.0,301.5,308.0,306.5400085449219,97068.0,280.2944030761719
2014-01-31,314.989990234375,303.010009765625,305.80999755859375,313.1499938964844,281550.0,286.3384704589844
2014-02-04,318.4599914550781,306.1400146484375,313.0,311.32000732421875,154796.0,284.6651611328125
2014-02-05,317.8999938964844,311.4800109863281,312.3800048828125,314.92999267578125,167755.0,287.9660949707031
2014-02-06,318.8999938964844,311.0,314.92999267578125,311.5400085449219,452777.0,284.8663024902344
2014-02-07,315.9599914550781,311.5,311.510009765625,313.0199890136719,94926.0,286.2195739746094
2014-02-10,340.3800048828125,316.1400146484375,318.0,338.8399963378906,315547.0,309.82891845703125
2014-02-11,351.760009765625,338.8399963378906,340.1499938964844,346.7300109863281,412648.0,317.0433654785156
2014-02-12,352.010009765625,341.2200012207031,342.1700134277344,341.8599853515625,278124.0,312.59033203125
2014-02-13,357.80999755859375,340.55999755859375,340.55999755859375,354.80999755859375,286245.0,324.4315490722656
2014-02-14,360.0,355.510009765625,357.5,359.1300048828125,241815.0,328.3817443847656
2014-02-17,360.0,354.5199890136719,359.1300048828125,357.1499938964844,22648.0,326.5712585449219
2014-02-18,359.7300109863281,344.0,356.0,352.0199890136719,141963.0,321.88043212890625
2014-02-19,359.0,346.7699890136719,349.4800109863281,357.7799987792969,215462.0,327.1473083496094
2014-02-20,357.7900085449219,345.0,357.7799987792969,348.8800048828125,281334.0,319.00927734375
2014-02-21,350.3500061035156,344.8399963378906,348.8999938964844,348.8800048828125,188968.0,319.00927734375
2014-02-24,350.75,340.0,350.0,341.9599914550781,379379.0,312.6817932128906
2014-02-25,344.05999755859375,332.239990234375,341.9599914550781,338.42999267578125,172026.0,309.45404052734375
2014-02-26,341.9800109863281,317.010009765625,341.9700012207031,323.4700012207031,340494.0,295.77490234375
2014-02-27,328.989990234375,317.9100036621094,320.32000732421875,321.19000244140625,191183.0,293.6900939941406
2014-02-28,325.989990234375,313.0,318.57000732421875,321.8500061035156,177567.0,294.29364013671875
2014-03-03,325.92999267578125,306.0,321.8500061035156,316.79998779296875,154398.0,289.67596435546875
2014-03-04,316.82000732421875,308.0799865722656,314.7699890136719,314.1199951171875,345166.0,287.2254333496094
2014-03-05,322.9800109863281,312.19000244140625,316.6000061035156,317.2699890136719,216879.0,290.105712890625
2014-03-06,336.3999938964844,316.5299987792969,321.9700012207031,329.3800048828125,251120.0,301.1788635253906
2014-03-07,329.5899963378906,315.0,329.5,316.1400146484375,126795.0,289.072509765625
2014-03-10,323.4100036621094,313.010009765625,319.1099853515625,318.45001220703125,82792.0,291.1846618652344
2014-03-11,321.9700012207031,308.0,318.1199951171875,310.0400085449219,86088.0,283.4947204589844
2014-03-12,318.010009765625,307.9700012207031,310.0,311.2799987792969,210273.0,284.6285705566406
2014-03-13,317.0,305.9599914550781,311.489990234375,312.8800048828125,158545.0,286.0915832519531
2014-03-14,320.010009765625,307.2300109863281,312.8800048828125,318.4200134277344,190415.0,291.1572570800781
2014-03-18,335.17999267578125,311.010009765625,320.0,330.8999938964844,162978.0,302.5687255859375
2014-03-19,330.0,313.5,324.80999755859375,315.07000732421875,243518.0,288.0940856933594
2014-03-20,323.0,311.0,311.5,318.29998779296875,133291.0,291.0475158691406
2014-03-21,335.0,316.8500061035156,320.5,332.1400146484375,559667.0,303.70257568359375
2014-03-24,331.989990234375,321.239990234375,321.25,322.1300048828125,108071.0,294.54962158203125
2014-03-25,329.989990234375,315.8699951171875,321.92999267578125,320.9200134277344,135952.0,293.4432373046875
2014-03-26,328.0,317.0,320.8299865722656,319.1199951171875,91401.0,291.7972717285156
2014-03-27,329.489990234375,318.7900085449219,320.3399963378906,328.8699951171875,117329.0,300.7125244140625
2014-03-28,332.9800109863281,320.0299987792969,320.0299987792969,331.6700134277344,201350.0,303.2728271484375
2014-03-31,343.6400146484375,328.17999267578125,331.69000244140625,341.20001220703125,238524.0,311.98687744140625
2014-04-01,342.4200134277344,321.44000244140625,339.6000061035156,323.4100036621094,221103.0,295.72003173828125
2014-04-02,327.8999938964844,322.1099853515625,325.0299987792969,323.8900146484375,400681.0,296.1589660644531
2014-04-03,327.2300109863281,313.8500061035156,327.2300109863281,315.8500061035156,312137.0,288.80731201171875
2014-04-04,324.45001220703125,317.510009765625,319.1199951171875,318.44000244140625,259560.0,291.1755676269531
2014-04-07,323.79998779296875,317.5,317.5,322.6400146484375,176771.0,295.0159606933594
2014-04-08,328.45001220703125,323.9200134277344,324.8500061035156,327.010009765625,283169.0,299.0117492675781
2014-04-09,330.0,326.2300109863281,327.1199951171875,327.8900146484375,152398.0,299.8164367675781
2014-04-10,329.8999938964844,325.95001220703125,329.0,328.8800048828125,151552.0,300.7216796875
2014-04-11,329.9800109863281,320.010009765625,324.20001220703125,328.7099914550781,150838.0,300.56622314453125
2014-04-14,329.57000732421875,320.80999755859375,327.3699951171875,321.260009765625,171293.0,293.7541198730469
2014-04-15,320.7900085449219,314.3699951171875,320.5,316.45001220703125,189040.0,289.35595703125
2014-04-16,328.489990234375,316.45001220703125,316.45001220703125,325.2300109863281,225568.0,297.38421630859375
2014-04-21,329.989990234375,319.5,322.260009765625,319.79998779296875,73202.0,292.4190673828125
2014-04-22,322.0,315.0,321.1400146484375,315.8399963378906,133728.0,288.7981262207031
2014-04-23,317.5199890136719,312.2799987792969,315.010009765625,313.42999267578125,138687.0,286.594482421875
2014-04-24,316.2300109863281,310.3999938964844,313.4800109863281,314.8500061035156,66298.0,287.89288330078125
2014-04-25,316.489990234375,303.0,315.1199951171875,305.1600036621094,204198.0,279.03253173828125
2014-04-28,308.8800048828125,302.0400085449219,306.3399963378906,303.6199951171875,141622.0,277.6243896484375
2014-04-29,313.05999755859375,302.1000061035156,302.1099853515625,310.8800048828125,152725.0,284.2628479003906
2014-04-30,311.8999938964844,301.0,311.8999938964844,304.5299987792969,369699.0,278.4565124511719
2014-05-02,309.5199890136719,300.0,304.0,307.3800048828125,166941.0,281.0625
2014-05-05,311.0,303.1300048828125,308.0,310.260009765625,68214.0,283.6959228515625
2014-05-06,316.9800109863281,307.0,309.9200134277344,314.4700012207031,226884.0,287.54541015625
2014-05-07,316.95001220703125,311.8699951171875,316.010009765625,313.239990234375,137355.0,286.4207458496094
2014-05-08,316.0199890136719,312.0,312.0,315.1300048828125,170967.0,288.1489562988281
2014-05-09,319.8800048828125,313.7900085449219,315.9700012207031,314.92999267578125,165020.0,287.9660949707031
2014-05-12,317.9800109863281,315.0199890136719,315.0299987792969,317.17999267578125,58611.0,290.0234069824219
2014-05-13,319.0,314.7200012207031,317.1099853515625,316.3999938964844,191990.0,289.3101806640625
2014-05-14,321.9700012207031,314.70001220703125,316.3999938964844,320.07000732421875,404981.0,292.666015625
2014-05-15,320.0,314.5199890136719,316.3900146484375,315.4800109863281,98548.0,288.468994140625
2014-05-16,319.4800109863281,317.0,317.0,318.9800109863281,126967.0,291.6692810058594
2014-05-19,327.0,316.4200134277344,316.45001220703125,325.19000244140625,192297.0,297.34759521484375
2014-05-20,325.19000244140625,325.19000244140625,325.19000244140625,325.19000244140625,0.0,297.34759521484375
2014-05-21,322.2099914550781,317.04998779296875,320.55999755859375,318.57000732421875,113470.0,293.0063781738281
2014-05-22,321.0299987792969,316.0199890136719,317.7200012207031,317.1700134277344,150241.0,291.7187194824219
2014-05-23,321.0,317.7699890136719,319.0,320.0899963378906,78860.0,294.4044189453125
2014-05-26,324.8500061035156,318.20001220703125,318.5,321.1000061035156,28167.0,295.3333740234375
2014-05-27,322.94000244140625,316.04998779296875,321.5400085449219,316.6700134277344,91860.0,291.25885009765625
2014-05-28,320.0299987792969,315.4100036621094,317.2699890136719,318.7900085449219,159615.0,293.208740234375
2014-05-29,322.9800109863281,317.95001220703125,318.5,321.8999938964844,100546.0,296.0691223144531
2014-05-30,319.3299865722656,310.260009765625,319.3299865722656,311.0799865722656,294179.0,286.1174011230469
2014-06-02,318.989990234375,311.3500061035156,318.989990234375,313.010009765625,157769.0,287.89251708984375
2014-06-03,318.20001220703125,310.0,314.30999755859375,317.6000061035156,268623.0,292.1142272949219
2014-06-04,317.7099914550781,313.6199951171875,317.7099914550781,315.92999267578125,58446.0,290.5782165527344
2014-06-05,318.0,315.0400085449219,318.0,317.57000732421875,139639.0,292.0866394042969
